Item Name,Item Details,Item Image,Item Currency Symbol,Item Final Price,Item Url
Asti Martini 750ml,"Martini Asti has scents of fresh grape, melon, peach and brioche. Sweet, smooth, intense and elegant with good aromas of fresh fruit such as pears and pineapple.",https://cdn.shopify.com/s/files/1/2141/9909/products/Asti_Martini_grande.jpg?v=1500534778,₱,699.00,https://boozy.ph/collections/all/products/asti-martini-750ml
Auchentoshan 12yo 700ml,"A more recent release from the Auchentoshan distillery, replacing the previous staple 10 year old, this 12 year old bottling launched at the same time Auchentoshan had a dramatic rebrand back in 2011.",https://cdn.shopify.com/s/files/1/2141/9909/products/Auchentosahn12yo_grande.jpg?v=1508138033,₱,"2,499.00",https://boozy.ph/collections/all/products/auchentoshan-12yo-700ml
Auchentoshan 21yo 700ml,"A 21 year old single malt, triple distilled and aged in second fill sherry casks, though nothing is lost to the power of the sherry. This bottling stands as the flagship for the core Auchentoshan range.",https://cdn.shopify.com/s/files/1/2141/9909/products/Auchentoshan21_grande.jpg?v=1508138164,₱,"11,049.00",https://boozy.ph/collections/all/products/auchentoshan-21yo-700ml
Avion Reposado Tequila 700ml,"Avion Reposado Aged 6 months, has the slightest floral-vanilla scent, and a smooth, silky texture which rounds off the alcohol a bit. It's aged six months in oak barrels. There's a little hint of honey and delicate poached pear, but this stuff is easy-drinking, not fascinating. It lacks any of the bright, fresh herbal flavor that we've found in other reposado tequilas—there's nothing that really put us off, but it's a bit bland.",https://cdn.shopify.com/s/files/1/2141/9909/products/avion_reposado_grande.jpg?v=1502354098,₱,"2,449.00",https://boozy.ph/collections/all/products/avion-resposado-700ml
Avion Silver Tequila 700ml,"The agave aroma is intense with herbal tinges of mint and rosemary, delicate hues of flowers and black pepper, hints of grapefruit and pineapple. It is crisp and clean that's well balanced and exceptionally smooth. It has strong fruity citrus notes with a little hot pepper in the delivery and in the finish.",https://cdn.shopify.com/s/files/1/2141/9909/products/avion_silver_grande.jpg?v=1502413757,₱,"2,299.00",https://boozy.ph/collections/all/products/avion-silver-tequila-750ml
Bacardi 151 750ml,Bacardi 151 rum is not for the faint hearted. 151 contains the craft and the authentic credentials of a great Bacardi rum but it's the one that lives on the wild side.,https://cdn.shopify.com/s/files/1/2141/9909/products/Bacardi_151_grande.jpg?v=1500462779,₱,799.00,https://boozy.ph/collections/all/products/bacardi-151-750ml
Bacardi 8 Anos Rum 700ml,"This rum has been aged for a full 8 years in ‘hand selected’ oak barrels. According to various sources, the rum was finished in sherry oak barrels. The care with which the rum was aged becomes apparent as soon as the bottle is opened. The aroma is gentle, inviting, and very well-balanced. As I poured the bottle into the glass, I was enticed by soft fragrances of dried plums, light caramel and a wonderful light oak aroma. Hints of spices drifted in the air perhaps cinnamon, perhaps nutmeg and allspice.",https://cdn.shopify.com/s/files/1/2141/9909/products/bacardi_8_grande.jpg?v=1502414555,₱,"1,449.00",https://boozy.ph/collections/all/products/bacardi-8-anos-rum-700ml
Bacardi Black 700ml,"Premium dark rum from the world's biggest rum brand. Rich, smooth and full-bodied, this is perfect with cola or fruit juices.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bacardi_Black_grande.jpg?v=1500684654,₱,499.00,https://boozy.ph/collections/all/products/bacardi-black-700ml
Bacardi Gold 750ml,The premium Gold label rum from Bacardi is smooth and sweet with just the right balance of Vanilla and toasted Almonds flavours.,https://cdn.shopify.com/s/files/1/2141/9909/products/Bacardi_gold_grande.jpg?v=1500460934,₱,449.00,https://boozy.ph/collections/all/products/bacardi-gold-750ml
Bacardi Limon 700ml,"Bacardi Limón is a carefully crafted product that infuses Bacardi rum with the essence of the royal family of citrus fruits: lemon, lime and grapefruit.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bacardi_Limon_grande.jpg?v=1500461269,₱,599.00,https://boozy.ph/collections/all/products/bacardi-limon-700ml
Bacardi Mojito 750ml,"To recreate the authentic mojito flavor, Bacardi Classic Cocktails Mojito infuses essences of lime and mint with Bacardi Superior Rum.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bacardi_Mojito_grande.jpg?v=1502586387,₱,499.00,https://boozy.ph/collections/all/products/bacardi-mojito-750ml
Bacardi Superior 750ml,The most famous white Rum in the world.,https://cdn.shopify.com/s/files/1/2141/9909/products/bacardi_Carta_Blanca_grande.jpg?v=1500461497,₱,449.00,https://boozy.ph/collections/all/products/bacardi-superior-750ml
Baileys Irish Cream 700ml,"The perfect balancing act of aged Irish Whisky woven with fresh Irish dairy cream, a hint of cocoa and vanilla.",https://cdn.shopify.com/s/files/1/2141/9909/products/Baileys_grande.jpg?v=1500456856,₱,"1,099.00",https://boozy.ph/collections/all/products/baileys-irish-cream-700ml
Balvenie 14yo Caribbean Cask 700ml,"An exceptional single malt whisky with the traditional smooth, honeyed character of The Balvenie, married with notes of toffee and a hint of fruit, with a warm, lingering finish.",https://cdn.shopify.com/s/files/1/2141/9909/products/The_Balvenie_grande.jpg?v=1500596750,₱,"6,149.00",https://boozy.ph/collections/all/products/balvenie-14yo-caribbean-cask-700ml
Balvenie 15yo Single Barrel 700ml,"An individual numbered 15 year old from selected single ex-bourbon casks from the Balvenie distillery, this is a single malt both fruity and honeyed with an excellent finish.",https://cdn.shopify.com/s/files/1/2141/9909/products/Balvenie_15yo_Single_Barrel_grande.jpg?v=1510907820,₱,"8,999.00",https://boozy.ph/collections/all/products/balvenie-15yo-single-barrel-700ml
Balvenie 17yo Peated Cask 700ml,"This cracking peated cask Balvenie was released in 2010. It was aged traditionally to begin with, before a finish in casks that previously held peated whisky. The result is well balanced and not overpowering. A success!",https://cdn.shopify.com/s/files/1/2141/9909/products/Balvenie17yoPeatedCask_grande.jpg?v=1508216141,₱,"12,249.00",https://boozy.ph/collections/all/products/balvenie-17yo-peated-cask-700ml
Balvenie Double Wood 12yo 700ml,"The Balvenie DoubleWood is a 12 year old single malt which gains its distinctive character from being matured in two wood types ~ the traditional casks soften and add character, whilst the sherry wood brings depth and fullness of flavour.",https://cdn.shopify.com/s/files/1/2141/9909/products/The_Balvenie_Double_Wood_grande.jpg?v=1500536661,₱,"3,899.00",https://boozy.ph/collections/all/products/balvenie-double-wood-12yo-700ml
Bar Spoon with Muddler Copper by Crate & Barrel,"Crate and Barrel's must-have bar tool takes a shine to warm copper, featuring a turned stir rod to aerate mixed drinks. A muddler at the other end smashes up ingredients to infuse fresh flavor into your finely crafted cocktails.",https://cdn.shopify.com/s/files/1/2141/9909/products/copper-bar-spoon-with-muddler_grande.jpg?v=1511853830,₱,529.00,https://boozy.ph/collections/all/products/bar-spoon-with-muddler-copper-by-crate-barrel
Becks 275ml,"Golden in colour, Beck’s is a classic German pale lager with a robust, distinctive full-bodied taste, a fresh “hoppy” bouquet, distinct bitterness and a rich, full head. Beck’s makes a perfect accompaniment to sushi – cutting through fatty tuna or salmon and refreshing the palate after a blast of wasabi. It is also wonderful alongside classic German fare such as bratwurst or “schweinehaxen.” 5% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Becks_grande.jpg?v=1500360325,₱,99.00,https://boozy.ph/collections/all/products/becks-275ml
Beefeater Gin 700ml,"Beefeater London Dry Gin was first made in 1820 by James Burroughs. It is still, to this day, made to the same recipe. Great in a martini, this is a spiced, fruity gin.",https://cdn.shopify.com/s/files/1/2141/9909/products/beefeater_grande.jpg?v=1505710525,₱,749.00,https://boozy.ph/collections/all/products/beefeater-gin-700ml
Beluga Vodka Noble Russian 750ml,"A masterpiece in every way. Beluga's composition is unique: not only is the malt alcohol of the most exquisite quality, and pearly artesian water, but also the diligent handiwork of past masters with their care for every detail. Not just a vodka, but an attitude towards life - one in which everything matters, everything has its place, and every deed has its special meaning. Beluga vodka is manufactured in an environmentally pure and untouched corner of Siberia, 300 km from the nearest settlement. Beluga undergoes the processes of filtration quartz sand post-filtration and maturating for a 3-month period. ""Calmed"" and ""rested"" at every stage, Beluga is saturated with irreproachable taste.",https://cdn.shopify.com/s/files/1/2141/9909/products/beluga_noble_leather_grande.jpg?v=1502414717,₱,"2,749.00",https://boozy.ph/collections/all/products/beluga-vodka-noble-russian-750ml
Beluga Vodka Transatlantic 750ml,"A crisp and fresh-tasting vodka from Beluga, inspired by the success of the Russian transatlantic sailing team who broke the record for speed of crossing back in 2011.",https://cdn.shopify.com/s/files/1/2141/9909/products/beluga_transatlantic_grande.jpg?v=1502414849,₱,"1,949.00",https://boozy.ph/collections/all/products/beluga-vodka-transatlantic-750ml
Belvedere 750ml,"The world's first super premium vodka, Belvedere represents the pinnacle of the Polish vodka-making tradition.",https://cdn.shopify.com/s/files/1/2141/9909/products/Belvedere_grande.jpg?v=1500523253,₱,"1,649.00",https://boozy.ph/collections/all/products/belvedere-750ml
Bitter Truth Apricot Liqueur 700ml,"Imagine fresh, plump, dewy, yellow skinned apricots; now try the apricot liqueur from The Bitter Truth. Although it’s not quite one of your five a day, mix it in a cocktail or over ice, and it’ll be just what the doctor ordered.",https://cdn.shopify.com/s/files/1/2141/9909/products/BiiterTruth_Apricot_grande.jpg?v=1504245391,₱,"1,299.00",https://boozy.ph/collections/all/products/bitter-truth-apricot-liqueur-700ml
Bitter Truth Aromatic Bitters 200ml,"The Bitter Truth Old Time Aromatic Bitters are excellently suited for Whisky and Rum drinks and also add structure and complexity to fruity cocktails.
Tasting Notes:Bitter and tangy to the taste. Reminiscent of cinnamon, cardamom, anise and cloves, the aroma reminds one of gingerbread.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_aromatic_bitters_grande.jpg?v=1505714312,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-aromatic-bitters-200ml
Bitter Truth Celery Bitters 200ml,"The Bitter Truth Celery Bitters are the first celery bitters to be offered commercially in decades. This cocktail ingredient, which had already existed in the 19th century, enriches cocktails with unusual flavors. It’s ideal for traditional corpse-reviver cocktails such as the Bloody Mary, Bullshot and Prairie Oyster, as well as Martini Cocktails and the Gin & Tonic.
Tasting Notes:Very complex and exotic. The initial flavor of celery is dominant, leading into a complex palate with aromas of lemongrass, orange peel and ginger.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_celery_bitters_grande.jpg?v=1505714563,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-celery-bitters-200ml
Bitter Truth Chocolate Bitters 200ml,"New bitters for a new era of cocktails. Deep chocolate notes are supported by classic bitter flavors and accented with a hint of spice. Plays perfectly with most dark spirits, rums and tequilas. The Bitter Truth Chocolate Bitters blur the lines between old world bitters and new world flavors. Add a dash to a Manhattan to start exploring its complex flavor or use in a Tequila Old Fashioned to bring forward the spirit’s vegetal flavors.
Tasting Notes:Dark, rich and complex. A bitter chocolate nose leads the palate to dark chocolate, cinnamon and spice flavors that are supported by classic European bitter herbs.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_chocolate_grande.jpg?v=1505714942,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-chocolate-bitters-200ml
Bitter Truth Creole Bitters 200ml,"The Bitter Truth Creole Bitters are reminiscent of a style of bitters dating back to an era before cocktails even existed. Back then, bitters were made by doctors and apothecaries, primarily for the use in liquid tonics and then eventually as an ingredient in alcoholic beverages. The Bitter Truth Creole Bitters reflect the Creole way of life with all its beautiful complexity and spiciness. The beautiful metallic red label houses a fiery anise tinged cherry red colored liquid. Try it in your favorite Manhattan.
Tasting Notes:Bitter, sweet and spicy. According to the traditional Creole style, fruity and floral aromas unite with the flavors of anise, caraway and fennel.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_creole_bitters_grande.jpg?v=1505714669,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-creole-bitters-200ml
Bitter Truth Elderflower Liqueur 500ml,"The Bitter Truth - Elderflower Liqueur twinkles in the glass like star light while the fresh flowered scent tickles the nose, sending you straight back to summer days in the countryside.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bitter_Truth_Elderflower_Liqueur_grande.jpg?v=1500459926,₱,"1,299.00",https://boozy.ph/collections/all/products/bitter-truth-elderflower-liqueur-500ml
Bitter Truth EXR Bitter Liqueur 500ml,"EXR Bitter Liqueur is velvety smooth while at the same time clean, aromatic and herbaceous. It embodies the caramel sweetness of port and the bitter flavors of a classic Italian Amaro.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_exr_grande.jpg?v=1511327304,₱,"1,349.00",https://boozy.ph/collections/all/products/bitter-truth-exr-bitter-liqueur-500ml
Bitter Truth Golden Falernum 500ml,"The Bitter Truth Golden Falernum Liqueur is an exotic spiced liqueur on the base of the finest Caribbean Rum. In ancient Rome Falernum was the name of the most favoured and most expensive wine. 
Tasting Notes:This rum based liqueur is rich and complex in flavor.Nose: Spicy ginger with clove and a hint of vanilla.Taste: A more subtle ginger, followed by almond and vanilla. An allspice tingle on the tongue develops into a long finish with a zest of lime.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_golden_falernum_grande.jpg?v=1505715853,₱,"1,299.00",https://boozy.ph/collections/all/products/bitter-truth-golden-falernum-500ml
Bitter Truth Grapefruit Bitters 200ml,"The Bitter Truth Grapefruit Bitters reminds one of summers outdoors. Delicate to the nose, these bitters can stand up to aggressive drinks. Give a modern twist to a classic Gin and Tonic with a couple of dashes of Maraschino and the Grapefruit Bitters – or add dashes to a Daiquiri or Paloma to add a new layer of complexity to cocktails that traditionally didn’t include bitters.
Tasting Notes:Bright, complex citrus. A dominant grapefruit aroma and flavor mellows into the vegetal green flavors of hops. A great bitter for citrus-heavy drinks that may otherwise feel dull or overly sweet.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_grapefruit_grande.jpg?v=1505714833,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-grapefruit-bitters-200ml
Bitter Truth Lemon Bitters 200ml,"The Bitter Truth Lemon Bitters were the first lemon bitters on the market. They add the liveliness and freshness of lemons to every cocktail. They are primarily suited for drinks that are based on clear spirits like Vodka, Gin and Silver Tequila, but also go well with many other spirits and liqueurs.
Tasting Notes:Fresh and fruity-tangy with an unbelievably intense citrus note. They are bitter to the taste with flavorful notes of coriander and cardamom in the background.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_lemon_bitters_grande.jpeg?v=1505714752,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-lemon-bitters-200ml
Bitter Truth Orange Bitters 200ml,"The Bitter Truth Orange Bitters are a combination of bitter orange peel and several herbs and spices that are macerated in alcohol. The first orange bitters were released in the 1880s, a time when many classic cocktails such as the Martinez and Manhattan were created. Today they are still essential for the preparation of a Classic Martini Cocktail. The Bitter Truth Orange Bitters can be combined with all kinds of spirits such as Whisk(e)y, Rum, Vodka and Gin.
Tasting Notes:The fruity sweetness at the beginning is quickly followed by a very bitter taste. The aroma of bitter orange peel is in the foreground, completed by spicy flavors of cardamom, caraway and nutmeg.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_orange_bitters_grande.jpg?v=1505714435,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-orange-bitters-200ml
Bitter Truth Peach Bitters 200ml,"The Bitter Truth Peach Bitters are fresh and fruity with intense peach notes, backed up by a seducing hint of almonds. A combination of fresh peach aroma and subtle spicy flavors adds an exquisite fruitiness to cocktails and long drinks. They work well with clear and aged spirits such as cognac and bourbon whiskey. A Mint Julep will be lifted to new heights.
Tasting Notes:Delicate peach notes, balanced with hints of almonds and backed up with spices and balanced bitter nuances. Fruity with a faint almond bitterness from the pits. The natural aroma of fresh peaches dominates while it is completed by fresh citrus and unobtrusive spice flavors. The finish tails off with a herbaceous, nutty note, leaving more fizzy peach to linger.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_peach_bitters_grande.jpg?v=1505715034,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-peach-bitters-200ml
Bitter Truth Pimiento Dram 500ml,"The Bitter Truth Pimento Dram is based on selected pimento/allspice (also called Jamaica pepper) and the finest Jamaican rum. 
Tasting Notes:Sweet, spicy and very intense. Clove initially presents itself in the foreground, fading into the pure flavors of cinnamon, nutmeg and pepper which linger on the tongue.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_pimento_dram_grande.jpg?v=1505715713,₱,"1,299.00",https://boozy.ph/collections/all/products/bitter-truth-pimiento-dram-500ml
Bitter Truth Pink Gin 700ml,"A pink tinged gin from German producer Bitter Truth, coloured and lightly flavoured by the addition of a specially designed aromatic bitters. Great in a Martini or for a spicier twist on a gin & tonic.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bitter_Truth_Pink_Gin_grande.jpg?v=1509162858,₱,"1,849.00",https://boozy.ph/collections/all/products/bitter-truth-pink-gin-700ml
Bitter Truth Tonic Bitters 200ml,"The Bitter Truth Tonic Bitters are made to provide an authentic Gin and Tonic experience. The combination of grapefruit, Sicilian lemon, lime and Seville oranges merge perfectly with hints of juniper berries, orris root and Japanese green tea leaves. The Bitter Truth Tonic Bitters are perfect for cocktails and long drinks based on clear spirits.",https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_tonic_bitters_grande.jpg?v=1505715116,₱,999.00,https://boozy.ph/collections/all/products/bitter-truth-tonic-bitters-200ml
Bitter Truth Travellers Set 5x20ml,The Bitter Truth Cocktail Bitters Traveler’s Set can be carried in flight hand luggage and therefore is the ideal companion for all globetrotters who won`t settle for anything less than perfect drinks during their flight! Including 5 different flavors it is the perfect addition to anybody’s home bar.,https://cdn.shopify.com/s/files/1/2141/9909/products/bitter_truth_travelers_set_grande.jpg?v=1505715362,₱,"1,199.00",https://boozy.ph/collections/all/products/bitter-truth-travellers-set-5x20ml
Bitter Truth Violet Liqueur 500ml,"With violet color reminiscent of a full moon reflected on a river in the twilight, The Bitter Truth - Violet Liqueur humbly honors its name.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bitter_Truth_Violet_Liqueur_grande.jpg?v=1500460669,₱,"1,299.00",https://boozy.ph/collections/all/products/bitter-truth-violet-liqueur-500ml
Bluemoon 330ml,"Blue Moon is unfiltered wheat ale spiced in the Belgian tradition for an uncommonly smooth taste. Brewed with oats for creaminess and spiced with the perfect combination of orange peel and coriander. The flavour starts crisp and tangy, and ends with a coriander and orange spiciness. The Valencia orange peel gives a subtle sweetness to the beer. 5.4% ABV",https://cdn.shopify.com/s/files/1/2141/9909/products/Blue_Moon_grande.jpg?v=1500360457,₱,149.00,https://boozy.ph/collections/all/products/bluemoon-330ml
Bols Ameretto 700ml,"Bols Amaretto is a gold-brown liqueur. Amaretto, which originated in Italy, is famous for its sweet almond aroma and nutty caramel flavour.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bols_Ameretto_grande.jpg?v=1504306554,₱,849.00,https://boozy.ph/collections/all/products/bols-ameretto-700ml
Bols Cherry 700ml,"Bols Cherry Brandy is a deep red cherry liqueur using fresh cherries from Eastern Europe, where cherry brandy has long been a tradition. The cherrys stone, its kernel, is crushed, giving Bols Cherry Brandy a faint amaretto flavour.",https://cdn.shopify.com/s/files/1/2141/9909/products/Bols_Cherry_grande.jpg?v=1504306797,₱,849.00,https://boozy.ph/collections/all/products/bols-cherry-700ml
Bols Coconut 700ml,Bols Coconut is a delicious clear rum-based liqueur that caters perfectly for modern tastes. Its surprisingly direct flavour avoids the over-sweetness of other coconut rums or liqueurs making it a very mixable ingredient.,https://cdn.shopify.com/s/files/1/2141/9909/products/Bols_Coconut_grande.jpg?v=1504274773,₱,849.00,https://boozy.ph/collections/all/products/bols-coconut-700ml
Bombay Sapphire 750ml,Bombay Sapphire London Dry Gin has an extraordinary smoothness with the overall taste being perfectly balanced.,https://cdn.shopify.com/s/files/1/2141/9909/products/Bombay_Sapphire_grande.jpg?v=1500516474,₱,799.00,https://boozy.ph/collections/all/products/bombay-sapphire-750ml
Bottega Amarone Doc 750ml,"Amarone is a full bodied, balanced and pleasant wine. The selected harvest, the drying on trellises and ageing in small oak casks make it 'Il vino degli Dei' (The Wine of Gods).",https://cdn.shopify.com/s/files/1/2141/9909/products/Bottega_Amarone_grande.jpg?v=1504308358,₱,"2,499.00",https://boozy.ph/collections/all/products/bottega-amarone-doc-750ml
Bottega Millesimato 750ml,Bottega Millesimato comes from a selection of a unique harvest grapes which originate a fresh and versatile sparkling wine.,https://cdn.shopify.com/s/files/1/2141/9909/products/Bottega_Millesiamato_grande.jpg?v=1504308505,₱,649.00,https://boozy.ph/collections/all/products/bottega-millesimato-750ml
Bowmore 15yo 700ml,The Bowmore Darkest has flourished since it gained a 15 year-old age statement. The sweet sherry notes take precedence over the peat here.,https://cdn.shopify.com/s/files/1/2141/9909/products/bowmore_15_grande.jpg?v=1512436538,₱,"4,299.00",https://boozy.ph/collections/all/products/bowmore-15yo-700ml
Bowmore Black Rock 1L,"Bowmore Black Rock was released for the travel retail market in 2014. A No Age Statement whisky that was matured predominantly in Spanish ex-sherry casks, this shows an excellent balance between richness and smoke.",https://cdn.shopify.com/s/files/1/2141/9909/products/bowmore_black_rock_grande.jpg?v=1512436585,₱,"2,999.00",https://boozy.ph/collections/all/products/bowmore-black-rock-1l
Bowmore White Sands 17yo 750ml,"Matured for seventeen long years, this is Bowmore Distillery Manager's personal favourite. Matured in the finest ex Bourbon casks, the treacle toffee and ripe exotic fruits bound together by warm peat smoke.",https://cdn.shopify.com/s/files/1/2141/9909/products/BowmoreWhiteSands17yo_grande.jpg?v=1508216478,₱,"5,749.00",https://boozy.ph/collections/all/products/bowmore-white-sands-17yo-750ml
